family,trial_index,ker_gamma_dim_numeric,rank_H_numeric,kernel_saturation_numeric,channel0_identity_max_abs,channel1_identity_max_abs,channel2_identity_max_abs,H_kernel_residual_max_abs
alphatensor_gamma,212,14,14,True,1.4988010832439613e-15,1.7763568394002505e-15,1.2212453270876722e-15,2.220446049250313e-15
alphatensor_gamma,213,14,14,True,1.3600232051658168e-15,1.5543122344752192e-15,1.3322676295501878e-15,2.220446049250313e-15
alphatensor_gamma,214,14,14,True,1.2212453270876722e-15,1.609823385706477e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,215,14,14,True,1.3322676295501878e-15,1.2212453270876722e-15,1.1102230246251565e-15,1.6653345369377348e-15
alphatensor_gamma,216,14,14,True,1.3739009929736312e-15,2.7755575615628914e-15,2.220446049250313e-15,2.7200464103316335e-15
alphatensor_gamma,217,14,14,True,2.1094237467877974e-15,2.0539125955565396e-15,1.5543122344752192e-15,2.4424906541753444e-15
alphatensor_gamma,218,14,14,True,1.4432899320127035e-15,1.5543122344752192e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,219,14,14,True,1.5543122344752192e-15,1.2212453270876722e-15,1.2212453270876722e-15,2.192690473634684e-15
alphatensor_gamma,220,14,14,True,1.9984014443252818e-15,8.881784197001252e-16,1.1102230246251565e-15,3.1086244689504383e-15
alphatensor_gamma,221,14,14,True,1.3322676295501878e-15,1.7763568394002505e-15,1.1102230246251565e-15,1.9984014443252818e-15
alphatensor_gamma,222,14,14,True,1.7763568394002505e-15,1.2490009027033011e-15,1.349614864309956e-15,1.7763568394002505e-15
alphatensor_gamma,223,14,14,True,1.9984014443252818e-15,9.992007221626409e-16,1.1102230246251565e-15,1.887379141862766e-15
alphatensor_gamma,224,14,14,True,8.881784197001252e-16,1.5543122344752192e-15,1.7763568394002505e-15,1.7763568394002505e-15
alphatensor_gamma,225,14,14,True,1.5543122344752192e-15,1.582067810090848e-15,1.1119577481011333e-15,2.3037127760972e-15
alphatensor_gamma,226,14,14,True,1.5543122344752192e-15,9.992007221626409e-16,1.6653345369377348e-15,1.7763568394002505e-15
alphatensor_gamma,227,14,14,True,1.5543122344752192e-15,1.9984014443252818e-15,1.3426759704060487e-15,2.6645352591003757e-15
alphatensor_gamma,228,14,14,True,1.7763568394002505e-15,1.4432899320127035e-15,1.609823385706477e-15,3.1086244689504383e-15
alphatensor_gamma,229,14,14,True,1.1796119636642288e-15,1.3322676295501878e-15,1.2212453270876722e-15,1.5543122344752192e-15
alphatensor_gamma,230,14,14,True,1.3322676295501878e-15,1.3322676295501878e-15,1.4432899320127035e-15,2.0816681711721685e-15
alphatensor_gamma,231,14,14,True,1.5543122344752192e-15,1.2212453270876722e-15,1.5543122344752192e-15,2.3314683517128287e-15
alphatensor_gamma,232,14,14,True,1.5543122344752192e-15,1.9984014443252818e-15,1.3877787807814457e-15,1.9984014443252818e-15
alphatensor_gamma,233,14,14,True,1.8318679906315083e-15,1.3322676295501878e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,234,14,14,True,1.5543122344752192e-15,1.2611439670351388e-15,2.220446049250313e-15,2.220446049250313e-15
alphatensor_gamma,235,14,14,True,1.1102230246251565e-15,1.2212453270876722e-15,1.7763568394002505e-15,2.220446049250313e-15
alphatensor_gamma,236,14,14,True,1.7763568394002505e-15,1.5543122344752192e-15,1.609823385706477e-15,1.9984014443252818e-15
alphatensor_gamma,237,14,14,True,1.2212453270876722e-15,1.4432899320127035e-15,1.7763568394002505e-15,2.886579864025407e-15
alphatensor_gamma,238,14,14,True,1.6653345369377348e-15,1.5543122344752192e-15,1.609823385706477e-15,2.6645352591003757e-15
alphatensor_gamma,239,14,14,True,1.4432899320127035e-15,1.1657341758564144e-15,1.4432899320127035e-15,2.55351295663786e-15
alphatensor_gamma,240,14,14,True,1.0685896612017132e-15,1.3322676295501878e-15,1.5543122344752192e-15,2.3314683517128287e-15
alphatensor_gamma,241,14,14,True,1.7763568394002505e-15,1.7763568394002505e-15,1.887379141862766e-15,3.3306690738754696e-15
alphatensor_gamma,242,14,14,True,1.3322676295501878e-15,1.4432899320127035e-15,1.1102230246251565e-15,2.220446049250313e-15
alphatensor_gamma,243,14,14,True,1.6930901125533637e-15,1.5543122344752192e-15,1.2212453270876722e-15,2.6645352591003757e-15
alphatensor_gamma,244,14,14,True,1.7763568394002505e-15,1.9984014443252818e-15,1.2212453270876722e-15,2.7755575615628914e-15
alphatensor_gamma,245,14,14,True,1.9984014443252818e-15,1.4432899320127035e-15,1.3322676295501878e-15,2.4424906541753444e-15
alphatensor_gamma,246,14,14,True,1.5543122344752192e-15,1.2212453270876722e-15,1.3322676295501878e-15,2.6645352591003757e-15
alphatensor_gamma,247,14,14,True,1.3322676295501878e-15,1.4155343563970746e-15,1.3322676295501878e-15,1.7763568394002505e-15
alphatensor_gamma,248,14,14,True,1.7763568394002505e-15,9.43689570931383e-16,1.7763568394002505e-15,2.220446049250313e-15
alphatensor_gamma,249,14,14,True,1.7763568394002505e-15,1.7763568394002505e-15,1.4432899320127035e-15,2.9976021664879227e-15
alphatensor_gamma,250,14,14,True,1.2212453270876722e-15,1.887379141862766e-15,1.5543122344752192e-15,2.886579864025407e-15
standard_gamma,1,18,18,True,1.1102230246251565e-15,1.3877787807814457e-15,1.3322676295501878e-15,3.1086244689504383e-15
standard_gamma,2,18,18,True,1.2654807757250808e-15,1.3322676295501878e-15,9.43689570931383e-16,1.8318679906315083e-15
standard_gamma,3,18,18,True,6.661338147750939e-16,9.992007221626409e-16,1.3322676295501878e-15,1.5543122344752192e-15
standard_gamma,4,18,18,True,1.3322676295501878e-15,1.1102230246251565e-15,8.881784197001252e-16,1.2490009027033011e-15
standard_gamma,5,18,18,True,1.7763568394002505e-15,9.992007221626409e-16,1.1102230246251565e-15,1.5543122344752192e-15
standard_gamma,6,18,18,True,9.992007221626409e-16,1.6653345369377348e-15,1.1102230246251565e-15,2.1094237467877974e-15
standard_gamma,7,18,18,True,1.1102230246251565e-15,8.586881206085195e-16,1.1102230246251565e-15,1.4432899320127035e-15
standard_gamma,8,18,18,True,1.2212453270876722e-15,8.881784197001252e-16,1.3322676295501878e-15,1.4988010832439613e-15
standard_gamma,9,18,18,True,8.881784197001252e-16,8.881784197001252e-16,1.4432899320127035e-15,1.7763568394002505e-15
standard_gamma,10,18,18,True,8.465450562766819e-16,1.2212453270876722e-15,7.771561172376096e-16,1.9984014443252818e-15
standard_gamma,11,18,18,True,1.1102230246251565e-15,1.0408340855860843e-15,9.992007221626409e-16,1.8596235662471372e-15
standard_gamma,12,18,18,True,9.992007221626409e-16,1.304512053934559e-15,9.992007221626409e-16,1.9984014443252818e-15
standard_gamma,13,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,1.7763568394002505e-15,1.7763568394002505e-15
standard_gamma,14,18,18,True,1.7763568394002505e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.5543122344752192e-15
standard_gamma,15,18,18,True,1.1102230246251565e-15,9.43689570931383e-16,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,16,18,18,True,1.0824674490095276e-15,1.0547118733938987e-15,1.4432899320127035e-15,1.6237011735142914e-15
standard_gamma,17,18,18,True,1.5543122344752192e-15,1.27675647831893e-15,1.1102230246251565e-15,2.1094237467877974e-15
standard_gamma,18,18,18,True,1.4432899320127035e-15,8.881784197001252e-16,9.992007221626409e-16,1.5543122344752192e-15
standard_gamma,19,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,8.881784197001252e-16,1.4432899320127035e-15
standard_gamma,20,18,18,True,1.1102230246251565e-15,9.992007221626409e-16,1.2212453270876722e-15,1.7763568394002505e-15
standard_gamma,21,18,18,True,9.159339953157541e-16,8.881784197001252e-16,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,22,18,18,True,1.3322676295501878e-15,8.881784197001252e-16,1.2212453270876722e-15,1.7763568394002505e-15
standard_gamma,23,18,18,True,1.2455314557513475e-15,1.3322676295501878e-15,1.1102230246251565e-15,1.887379141862766e-15
standard_gamma,24,18,18,True,9.08995101411847e-16,1.1379786002407855e-15,1.1102230246251565e-15,1.6653345369377348e-15
standard_gamma,25,18,18,True,1.1102230246251565e-15,9.992007221626409e-16,1.7763568394002505e-15,1.9984014443252818e-15
standard_gamma,26,18,18,True,8.881784197001252e-16,1.27675647831893e-15,9.43689570931383e-16,1.6653345369377348e-15
standard_gamma,27,18,18,True,1.609823385706477e-15,9.992007221626409e-16,1.1102230246251565e-15,2.3869795029440866e-15
standard_gamma,28,18,18,True,1.1102230246251565e-15,1.3322676295501878e-15,9.853229343548264e-16,1.5543122344752192e-15
standard_gamma,29,18,18,True,8.595554823465079e-16,1.1102230246251565e-15,1.5543122344752192e-15,1.9984014443252818e-15
standard_gamma,30,18,18,True,1.3322676295501878e-15,9.43689570931383e-16,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,31,18,18,True,1.3322676295501878e-15,1.3322676295501878e-15,1.0557960755663842e-15,2.220446049250313e-15
standard_gamma,32,18,18,True,1.096345236817342e-15,8.881784197001252e-16,9.71445146547012e-16,1.5543122344752192e-15
standard_gamma,33,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,1.4432899320127035e-15,1.9984014443252818e-15
standard_gamma,34,18,18,True,9.992007221626409e-16,1.1102230246251565e-15,2.220446049250313e-15,2.275957200481571e-15
standard_gamma,35,18,18,True,9.298117831235686e-16,1.2212453270876722e-15,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,36,18,18,True,1.4988010832439613e-15,1.3322676295501878e-15,1.4432899320127035e-15,1.609823385706477e-15
standard_gamma,37,18,18,True,1.4432899320127035e-15,1.5543122344752192e-15,9.43689570931383e-16,1.6653345369377348e-15
standard_gamma,38,18,18,True,1.2906342661267445e-15,1.1102230246251565e-15,1.1102230246251565e-15,2.220446049250313e-15
standard_gamma,39,18,18,True,1.096345236817342e-15,9.43689570931383e-16,1.1102230246251565e-15,1.5543122344752192e-15
standard_gamma,40,18,18,True,1.3322676295501878e-15,1.3322676295501878e-15,9.992007221626409e-16,1.5543122344752192e-15
standard_gamma,41,18,18,True,1.3322676295501878e-15,8.881784197001252e-16,9.71445146547012e-16,2.220446049250313e-15
standard_gamma,42,18,18,True,1.3322676295501878e-15,1.1102230246251565e-15,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,43,18,18,True,8.881784197001252e-16,1.2212453270876722e-15,1.3322676295501878e-15,1.5265566588595902e-15
standard_gamma,44,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,8.881784197001252e-16,1.4710455076283324e-15
standard_gamma,45,18,18,True,9.43689570931383e-16,1.7763568394002505e-15,9.43689570931383e-16,2.4424906541753444e-15
standard_gamma,46,18,18,True,7.91033905045424e-16,8.881784197001252e-16,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,47,18,18,True,8.396061623727746e-16,1.1379786002407855e-15,9.992007221626409e-16,1.9984014443252818e-15
standard_gamma,48,18,18,True,8.881784197001252e-16,1.5543122344752192e-15,1.1657341758564144e-15,1.7763568394002505e-15
standard_gamma,49,18,18,True,1.2212453270876722e-15,7.875644580934704e-16,1.3322676295501878e-15,1.6653345369377348e-15
standard_gamma,50,18,18,True,9.992007221626409e-16,8.881784197001252e-16,1.1102230246251565e-15,1.7208456881689926e-15
standard_gamma,51,18,18,True,8.881784197001252e-16,1.5543122344752192e-15,1.1102230246251565e-15,1.4432899320127035e-15
standard_gamma,52,18,18,True,9.992007221626409e-16,1.4155343563970746e-15,1.3322676295501878e-15,1.887379141862766e-15
standard_gamma,53,18,18,True,1.1102230246251565e-15,1.3322676295501878e-15,1.3322676295501878e-15,1.9984014443252818e-15
standard_gamma,54,18,18,True,1.0269562977782698e-15,8.881784197001252e-16,1.2906342661267445e-15,1.7763568394002505e-15
standard_gamma,55,18,18,True,1.1102230246251565e-15,1.5543122344752192e-15,1.2212453270876722e-15,2.1649348980190553e-15
standard_gamma,56,18,18,True,9.992007221626409e-16,1.2351231148954867e-15,1.1102230246251565e-15,2.1094237467877974e-15
standard_gamma,57,18,18,True,1.27675647831893e-15,1.1102230246251565e-15,1.3322676295501878e-15,1.5543122344752192e-15
standard_gamma,58,18,18,True,1.1102230246251565e-15,1.3322676295501878e-15,1.5543122344752192e-15,2.220446049250313e-15
standard_gamma,59,18,18,True,8.881784197001252e-16,9.992007221626409e-16,1.3322676295501878e-15,2.4424906541753444e-15
standard_gamma,60,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,1.2212453270876722e-15,1.7763568394002505e-15
standard_gamma,61,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,1.4432899320127035e-15,1.7208456881689926e-15
standard_gamma,62,18,18,True,1.4432899320127035e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.4988010832439613e-15
standard_gamma,63,18,18,True,8.881784197001252e-16,7.216449660063518e-16,1.3322676295501878e-15,1.5543122344752192e-15
standard_gamma,64,18,18,True,8.881784197001252e-16,7.771561172376096e-16,1.4432899320127035e-15,1.3322676295501878e-15
standard_gamma,65,18,18,True,1.1657341758564144e-15,1.1102230246251565e-15,1.0547118733938987e-15,2.1649348980190553e-15
standard_gamma,66,18,18,True,8.881784197001252e-16,9.992007221626409e-16,9.992007221626409e-16,1.609823385706477e-15
standard_gamma,67,18,18,True,1.1657341758564144e-15,1.1934897514720433e-15,1.457167719820518e-15,1.942890293094024e-15
standard_gamma,68,18,18,True,1.1102230246251565e-15,9.992007221626409e-16,1.3322676295501878e-15,1.7763568394002505e-15
standard_gamma,69,18,18,True,1.1102230246251565e-15,9.43689570931383e-16,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,70,18,18,True,1.1657341758564144e-15,1.1102230246251565e-15,8.881784197001252e-16,1.6653345369377348e-15
standard_gamma,71,18,18,True,9.992007221626409e-16,1.3322676295501878e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,72,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,73,18,18,True,1.1657341758564144e-15,1.2212453270876722e-15,1.1657341758564144e-15,1.609823385706477e-15
standard_gamma,74,18,18,True,1.4363510381087963e-15,1.2212453270876722e-15,9.992007221626409e-16,1.5265566588595902e-15
standard_gamma,75,18,18,True,1.1102230246251565e-15,9.43689570931383e-16,1.3322676295501878e-15,1.887379141862766e-15
standard_gamma,76,18,18,True,8.326672684688674e-16,9.853229343548264e-16,1.1102230246251565e-15,1.9984014443252818e-15
standard_gamma,77,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,9.992007221626409e-16,1.609823385706477e-15
standard_gamma,78,18,18,True,1.3322676295501878e-15,1.2212453270876722e-15,1.2212453270876722e-15,1.6653345369377348e-15
standard_gamma,79,18,18,True,1.2212453270876722e-15,1.3322676295501878e-15,8.881784197001252e-16,1.942890293094024e-15
standard_gamma,80,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,81,18,18,True,1.2212453270876722e-15,8.881784197001252e-16,1.1102230246251565e-15,1.9984014443252818e-15
standard_gamma,82,18,18,True,1.1934897514720433e-15,8.881784197001252e-16,9.992007221626409e-16,2.1094237467877974e-15
standard_gamma,83,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,8.881784197001252e-16,1.2212453270876722e-15
standard_gamma,84,18,18,True,8.881784197001252e-16,1.0547118733938987e-15,9.992007221626409e-16,1.5543122344752192e-15
standard_gamma,85,18,18,True,1.7208456881689926e-15,1.5543122344752192e-15,1.4432899320127035e-15,1.4710455076283324e-15
standard_gamma,86,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,9.159339953157541e-16,1.4155343563970746e-15
standard_gamma,87,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,1.1102230246251565e-15,1.4432899320127035e-15
standard_gamma,88,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,9.992007221626409e-16,1.5543122344752192e-15
standard_gamma,89,18,18,True,1.2628786905111156e-15,9.71445146547012e-16,9.992007221626409e-16,1.9984014443252818e-15
standard_gamma,90,18,18,True,9.992007221626409e-16,1.3322676295501878e-15,8.881784197001252e-16,1.6653345369377348e-15
standard_gamma,91,18,18,True,1.1102230246251565e-15,8.326672684688674e-16,8.881784197001252e-16,1.4432899320127035e-15
standard_gamma,92,18,18,True,1.3322676295501878e-15,1.7763568394002505e-15,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,93,18,18,True,1.1657341758564144e-15,9.71445146547012e-16,1.1102230246251565e-15,1.5543122344752192e-15
standard_gamma,94,18,18,True,9.992007221626409e-16,1.5543122344752192e-15,7.771561172376096e-16,1.6653345369377348e-15
standard_gamma,95,18,18,True,9.992007221626409e-16,1.1657341758564144e-15,1.3322676295501878e-15,2.4424906541753444e-15
standard_gamma,96,18,18,True,1.2212453270876722e-15,1.2351231148954867e-15,1.1657341758564144e-15,1.6653345369377348e-15
standard_gamma,97,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,1.2212453270876722e-15,1.5543122344752192e-15
standard_gamma,98,18,18,True,1.4432899320127035e-15,1.0547118733938987e-15,1.5543122344752192e-15,1.7763568394002505e-15
standard_gamma,99,18,18,True,1.1102230246251565e-15,1.2212453270876722e-15,1.1102230246251565e-15,1.8318679906315083e-15
standard_gamma,100,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,1.0547118733938987e-15,1.6653345369377348e-15
standard_gamma,101,18,18,True,1.1102230246251565e-15,1.3322676295501878e-15,1.1102230246251565e-15,1.9984014443252818e-15
standard_gamma,102,18,18,True,1.0200174038743626e-15,1.3322676295501878e-15,1.0547118733938987e-15,2.220446049250313e-15
standard_gamma,103,18,18,True,1.3322676295501878e-15,1.2212453270876722e-15,9.645062526431047e-16,1.6653345369377348e-15
standard_gamma,104,18,18,True,1.3877787807814457e-15,1.7763568394002505e-15,1.2212453270876722e-15,1.9984014443252818e-15
standard_gamma,105,18,18,True,1.3322676295501878e-15,1.2212453270876722e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,106,18,18,True,1.1657341758564144e-15,1.0269562977782698e-15,1.0824674490095276e-15,2.1094237467877974e-15
standard_gamma,107,18,18,True,1.1102230246251565e-15,1.0130785099704553e-15,1.1102230246251565e-15,1.5543122344752192e-15
standard_gamma,108,18,18,True,1.1796119636642288e-15,1.3877787807814457e-15,1.2906342661267445e-15,1.5543122344752192e-15
standard_gamma,109,18,18,True,9.992007221626409e-16,1.1102230246251565e-15,1.3322676295501878e-15,1.4432899320127035e-15
standard_gamma,110,18,18,True,1.4432899320127035e-15,1.457167719820518e-15,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,111,18,18,True,9.43689570931383e-16,1.2212453270876722e-15,1.1102230246251565e-15,2.220446049250313e-15
standard_gamma,112,18,18,True,1.3877787807814457e-15,8.881784197001252e-16,1.6653345369377348e-15,1.6653345369377348e-15
standard_gamma,113,18,18,True,1.1102230246251565e-15,9.992007221626409e-16,9.992007221626409e-16,1.6653345369377348e-15
standard_gamma,114,18,18,True,1.1102230246251565e-15,1.6167622796103842e-15,1.3322676295501878e-15,1.7763568394002505e-15
standard_gamma,115,18,18,True,1.5543122344752192e-15,8.881784197001252e-16,9.992007221626409e-16,1.942890293094024e-15
standard_gamma,116,18,18,True,1.3322676295501878e-15,1.1102230246251565e-15,1.2490009027033011e-15,1.887379141862766e-15
standard_gamma,117,18,18,True,9.992007221626409e-16,8.881784197001252e-16,8.881784197001252e-16,1.4432899320127035e-15
standard_gamma,118,18,18,True,8.049116928532385e-16,9.992007221626409e-16,8.881784197001252e-16,1.3322676295501878e-15
standard_gamma,119,18,18,True,1.2212453270876722e-15,1.2160411566597418e-15,1.3322676295501878e-15,1.887379141862766e-15
standard_gamma,120,18,18,True,1.2351231148954867e-15,1.1379786002407855e-15,8.881784197001252e-16,1.5543122344752192e-15
standard_gamma,121,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,1.2212453270876722e-15,1.7763568394002505e-15
standard_gamma,122,18,18,True,9.159339953157541e-16,1.2212453270876722e-15,9.992007221626409e-16,1.5543122344752192e-15
standard_gamma,123,18,18,True,1.3322676295501878e-15,8.326672684688674e-16,1.4988010832439613e-15,1.5543122344752192e-15
standard_gamma,124,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,9.992007221626409e-16,1.5543122344752192e-15
standard_gamma,125,18,18,True,1.2212453270876722e-15,8.881784197001252e-16,1.1102230246251565e-15,1.3322676295501878e-15
standard_gamma,126,18,18,True,9.992007221626409e-16,1.1934897514720433e-15,1.117595599398058e-15,1.582067810090848e-15
standard_gamma,127,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,1.4432899320127035e-15,1.7763568394002505e-15
standard_gamma,128,18,18,True,8.881784197001252e-16,1.2212453270876722e-15,1.27675647831893e-15,2.0539125955565396e-15
standard_gamma,129,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,130,18,18,True,6.938893903907228e-16,7.771561172376096e-16,1.1796119636642288e-15,1.5543122344752192e-15
standard_gamma,131,18,18,True,1.1102230246251565e-15,1.3322676295501878e-15,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,132,18,18,True,1.2212453270876722e-15,9.43689570931383e-16,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,133,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,1.0547118733938987e-15,1.7208456881689926e-15
standard_gamma,134,18,18,True,1.3322676295501878e-15,1.3877787807814457e-15,1.3322676295501878e-15,1.7763568394002505e-15
standard_gamma,135,18,18,True,7.771561172376096e-16,1.2212453270876722e-15,1.2212453270876722e-15,1.7763568394002505e-15
standard_gamma,136,18,18,True,1.4432899320127035e-15,1.27675647831893e-15,8.881784197001252e-16,2.1094237467877974e-15
standard_gamma,137,18,18,True,9.992007221626409e-16,1.1102230246251565e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,138,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,1.3322676295501878e-15,1.9984014443252818e-15
standard_gamma,139,18,18,True,1.3322676295501878e-15,1.1102230246251565e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,140,18,18,True,1.0547118733938987e-15,8.881784197001252e-16,9.992007221626409e-16,1.4432899320127035e-15
standard_gamma,141,18,18,True,9.992007221626409e-16,1.1657341758564144e-15,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,142,18,18,True,9.992007221626409e-16,1.2212453270876722e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,143,18,18,True,1.4432899320127035e-15,1.3322676295501878e-15,1.2212453270876722e-15,1.7763568394002505e-15
standard_gamma,144,18,18,True,1.2212453270876722e-15,8.881784197001252e-16,1.4432899320127035e-15,1.7763568394002505e-15
standard_gamma,145,18,18,True,8.881784197001252e-16,1.3322676295501878e-15,1.1102230246251565e-15,2.1094237467877974e-15
standard_gamma,146,18,18,True,1.2212453270876722e-15,1.1102230246251565e-15,8.881784197001252e-16,1.7763568394002505e-15
standard_gamma,147,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,1.1102230246251565e-15,1.5543122344752192e-15
standard_gamma,148,18,18,True,8.326672684688674e-16,9.43689570931383e-16,9.992007221626409e-16,1.887379141862766e-15
standard_gamma,149,18,18,True,1.1102230246251565e-15,1.27675647831893e-15,8.881784197001252e-16,1.5543122344752192e-15
standard_gamma,150,18,18,True,1.3322676295501878e-15,1.5126788710517758e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,151,18,18,True,9.992007221626409e-16,1.1102230246251565e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,152,18,18,True,1.7763568394002505e-15,1.3322676295501878e-15,1.1102230246251565e-15,2.220446049250313e-15
standard_gamma,153,18,18,True,1.0269562977782698e-15,1.0443035325380379e-15,1.3322676295501878e-15,1.7763568394002505e-15
standard_gamma,154,18,18,True,1.4432899320127035e-15,1.1657341758564144e-15,1.5265566588595902e-15,1.7763568394002505e-15
standard_gamma,155,18,18,True,1.3322676295501878e-15,9.992007221626409e-16,1.4849232954361469e-15,1.5543122344752192e-15
standard_gamma,156,18,18,True,9.992007221626409e-16,1.0269562977782698e-15,8.881784197001252e-16,1.4432899320127035e-15
standard_gamma,157,18,18,True,6.661338147750939e-16,1.4432899320127035e-15,7.494005416219807e-16,1.7763568394002505e-15
standard_gamma,158,18,18,True,1.0547118733938987e-15,8.881784197001252e-16,1.3322676295501878e-15,1.8318679906315083e-15
standard_gamma,159,18,18,True,1.5543122344752192e-15,1.2212453270876722e-15,1.1102230246251565e-15,2.3314683517128287e-15
standard_gamma,160,18,18,True,1.0824674490095276e-15,1.1102230246251565e-15,1.3322676295501878e-15,1.9984014443252818e-15
standard_gamma,161,18,18,True,9.43689570931383e-16,1.4432899320127035e-15,1.1102230246251565e-15,1.887379141862766e-15
standard_gamma,162,18,18,True,8.881784197001252e-16,1.3322676295501878e-15,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,163,18,18,True,1.1102230246251565e-15,7.771561172376096e-16,1.1102230246251565e-15,1.4432899320127035e-15
standard_gamma,164,18,18,True,1.1102230246251565e-15,1.2212453270876722e-15,8.881784197001252e-16,1.9984014443252818e-15
standard_gamma,165,18,18,True,8.881784197001252e-16,1.1570605584765303e-15,1.3322676295501878e-15,1.8318679906315083e-15
standard_gamma,166,18,18,True,1.1102230246251565e-15,8.881784197001252e-16,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,167,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,168,18,18,True,1.1102230246251565e-15,9.992007221626409e-16,1.1657341758564144e-15,1.7763568394002505e-15
standard_gamma,169,18,18,True,1.0130785099704553e-15,8.881784197001252e-16,1.1102230246251565e-15,1.7763568394002505e-15
standard_gamma,170,18,18,True,1.1102230246251565e-15,9.992007221626409e-16,8.881784197001252e-16,1.5543122344752192e-15
standard_gamma,171,18,18,True,8.326672684688674e-16,1.4016565685892601e-15,1.3322676295501878e-15,1.3322676295501878e-15
standard_gamma,172,18,18,True,8.881784197001252e-16,1.1102230246251565e-15,1.3322676295501878e-15,1.9984014443252818e-15
standard_gamma,173,18,18,True,1.4432899320127035e-15,1.2212453270876722e-15,8.881784197001252e-16,1.6653345369377348e-15
standard_gamma,174,18,18,True,1.2212453270876722e-15,1.5543122344752192e-15,1.2212453270876722e-15,1.5543122344752192e-15
standard_gamma,175,18,18,True,9.992007221626409e-16,1.1102230246251565e-15,1.4432899320127035e-15,1.5543122344752192e-15
standard_gamma,176,18,18,True,1.5543122344752192e-15,1.7763568394002505e-15,9.43689570931383e-16,2.4424906541753444e-15
standard_gamma,177,18,18,True,1.5543122344752192e-15,1.3322676295501878e-15,1.4155343563970746e-15,1.7763568394002505e-15
standard_gamma,178,18,18,True,8.881784197001252e-16,1.3322676295501878e-15,9.992007221626409e-16,1.7763568394002505e-15
standard_gamma,179,18,18,True,8.881784197001252e-16,8.881784197001252e-16,1.3322676295501878e-15,1.7763568394002505e-15
standard_gamma,180,18,18,True,9.93129189996722e-16,9.43689570931383e-16,1.1934897514720433e-15,1.7763568394002505e-15
standard_gamma,181,18,18,True,8.881784197001252e-16,1.3322676295501878e-15,1.1102230246251565e-15,1.9984014443252818e-15
standard_gamma,182,18,18,True,1.1102230246251565e-15,1.1102230246251565e-15,8.881784197001252e-16,1.4432899320127035e-15
standard_gamma,183,18,18,True,7.771561172376096e-16,9.992007221626409e-16,1.1657341758564144e-15,1.3322676295501878e-15
